id,x,label,component
1252,2.95267842,background,exponential
1253,3.465880025,background,exponential
1254,8.206612879,background,exponential
1255,4.991674446,signal,gaussian
1256,0.6502660038,background,exponential
1257,4.720033461,background,exponential
1258,0.300633932,background,exponential
1259,5.65798273,background,exponential
1260,9.87537034,background,exponential
1261,5.024607534,signal,gaussian
1262,2.139249791,background,exponential
1263,2.686497804,background,exponential
1264,0.04119912263,background,exponential
1265,5.674296224,background,exponential
1266,0.3889290734,background,exponential
1267,8.911960248,background,exponential
1268,3.208483605,background,exponential
1269,6.301005994,background,exponential
1270,4.4464423,signal,gaussian
1271,2.522085002,background,exponential
1272,5.848382513,background,exponential
1273,3.165305505,background,exponential
1274,8.094632263,background,exponential
1275,7.860736888,background,exponential
1276,9.569982664,background,exponential
1277,1.541725167,background,exponential
1278,8.342557081,background,exponential
1279,4.765272474,background,exponential
1280,4.182596696,background,exponential
1281,6.092835298,background,exponential
1282,7.827433902,background,exponential
1283,4.730515139,background,exponential
1284,9.219882064,background,exponential
1285,0.02847653077,background,exponential
1286,3.417360206,background,exponential
1287,4.532363773,signal,gaussian
1288,4.272811318,background,exponential
1289,2.503808897,background,exponential
1290,5.885585419,background,exponential
1291,4.931818217,signal,gaussian
1292,3.264018982,background,exponential
1293,9.352616756,background,exponential
1294,5.233021366,signal,gaussian
1295,6.531658009,signal,gaussian
1296,4.830707968,background,exponential
1297,2.501576607,background,exponential
1298,9.265506769,background,exponential
1299,0.8439953056,background,exponential
1300,4.589253511,signal,gaussian
1301,5.533955405,background,exponential
1302,1.752331766,background,exponential
1303,5.167960873,background,exponential
1304,4.227649369,signal,gaussian
1305,2.70603029,background,exponential
1306,6.771954605,background,exponential
1307,5.761258684,signal,gaussian
1308,5.10422173,signal,gaussian
1309,3.148507349,background,exponential
1310,4.998889644,background,exponential
1311,1.484157994,background,exponential
1312,5.034894981,signal,gaussian
1313,3.634010521,background,exponential
1314,5.265253747,background,exponential
1315,1.08662397,background,exponential
1316,1.19459274,background,exponential
1317,0.411115187,background,exponential
1318,2.373404507,background,exponential
1319,7.645512531,background,exponential
1320,2.33241371,background,exponential
1321,5.428129576,signal,gaussian
1322,3.573047922,background,exponential
1323,3.813663458,background,exponential
1324,4.973928373,signal,gaussian
1325,0.2696012319,background,exponential
1326,1.629288342,background,exponential
1327,3.237600742,background,exponential
1328,4.973085613,signal,gaussian
1329,0.9168421337,background,exponential
1330,4.345725373,signal,gaussian
1331,4.509836037,background,exponential
1332,5.283692601,signal,gaussian
1333,1.549587772,background,exponential
1334,8.856205928,background,exponential
1335,4.712454081,signal,gaussian
1336,4.412250344,background,exponential
1337,1.091907905,background,exponential
1338,8.956976646,background,exponential
1339,5.840668318,background,exponential
1340,3.681556542,background,exponential
1341,5.425493795,background,exponential
1342,6.532403821,background,exponential
1343,1.309859056,background,exponential
1344,4.500855662,background,exponential
1345,7.905078979,background,exponential
1346,0.29738902,background,exponential
1347,0.7887007287,background,exponential
1348,4.069189642,background,exponential
1349,4.546675052,signal,gaussian
1350,0.3822395348,background,exponential
1351,7.678746148,background,exponential
1352,0.1179691715,background,exponential
1353,5.040674465,signal,gaussian
1354,4.015123301,background,exponential
1355,8.208819709,background,exponential
1356,3.518917847,background,exponential
1357,4.344670083,signal,gaussian
1358,2.00793899,background,exponential
1359,1.02153004,background,exponential
1360,8.382086588,background,exponential
1361,3.437873219,background,exponential
1362,5.984883313,signal,gaussian
1363,4.211921967,signal,gaussian
1364,2.259056833,background,exponential
1365,6.49673616,background,exponential
1366,2.224639728,background,exponential
1367,1.056727348,background,exponential
1368,5.154727236,signal,gaussian
1369,9.162022241,background,exponential
1370,4.640872399,signal,gaussian
1371,0.5776187264,background,exponential
1372,1.582196134,background,exponential
1373,2.958114425,background,exponential
1374,7.684205291,background,exponential
1375,5.600920883,signal,gaussian
1376,6.163024364,signal,gaussian
1377,8.890864153,background,exponential
1378,6.845180653,background,exponential
1379,4.968084386,signal,gaussian
1380,2.422331566,background,exponential
1381,8.556208148,background,exponential
1382,2.399238523,background,exponential
1383,5.056206566,signal,gaussian
1384,0.4986942806,background,exponential
1385,3.808227278,background,exponential
1386,9.28332999,background,exponential
1387,2.872328427,background,exponential
1388,0.9035720432,background,exponential
1389,4.657180087,signal,gaussian
1390,4.967679586,background,exponential
1391,4.195479095,signal,gaussian
1392,7.945021063,background,exponential
1393,9.51446568,background,exponential
1394,3.594385095,background,exponential
1395,2.140228153,background,exponential
1396,7.043029076,signal,gaussian
1397,8.662865697,background,exponential
1398,9.189060185,background,exponential
1399,4.856377647,background,exponential
1400,5.76153682,signal,gaussian
1401,4.402740165,signal,gaussian
1402,6.049493211,background,exponential
1403,4.576781229,signal,gaussian
1404,5.768114773,signal,gaussian
1405,3.423656937,background,exponential
1406,0.4595122534,background,exponential
1407,2.174209847,background,exponential
1408,5.351069923,background,exponential
1409,5.862917665,signal,gaussian
1410,5.73048724,signal,gaussian
1411,4.690561341,signal,gaussian
1412,7.534116404,background,exponential
1413,5.21332752,signal,gaussian
1414,4.468838119,signal,gaussian
1415,3.933785737,background,exponential
1416,5.128175565,signal,gaussian
1417,1.956410413,background,exponential
1418,4.047978393,background,exponential
1419,4.480473836,background,exponential
1420,1.734079657,background,exponential
1421,3.946233976,background,exponential
1422,8.331795589,background,exponential
1423,1.467483926,background,exponential
1424,7.720779734,background,exponential
1425,6.570401333,background,exponential
1426,8.929607746,background,exponential
1427,1.61901836,background,exponential
1428,3.672903624,signal,gaussian
1429,4.890096058,signal,gaussian
1430,6.243936987,signal,gaussian
1431,5.273498336,signal,gaussian
1432,0.3134209444,background,exponential
1433,4.951610334,background,exponential
1434,5.343528631,signal,gaussian
1435,8.21936344,background,exponential
1436,2.140893809,background,exponential
1437,3.68643189,background,exponential
1438,5.085349206,signal,gaussian
1439,4.284384277,signal,gaussian
1440,4.56892959,background,exponential
1441,0.7883647609,background,exponential
1442,1.921086002,background,exponential
1443,7.389647783,background,exponential
1444,6.679897935,background,exponential
1445,6.760057632,background,exponential
1446,6.257413076,background,exponential
1447,8.662374679,background,exponential
1448,4.657467039,background,exponential
1449,0.06145371161,background,exponential
1450,5.204982359,signal,gaussian
1451,3.490977229,background,exponential
1452,4.091156684,background,exponential
1453,5.921050125,signal,gaussian
1454,4.350885319,background,exponential
1455,1.457472502,background,exponential
1456,0.9879048878,background,exponential
1457,1.504954405,background,exponential
1458,5.432383145,signal,gaussian
1459,5.459247279,signal,gaussian
1460,4.515098708,background,exponential
1461,7.615047705,background,exponential
1462,5.008305566,signal,gaussian
1463,7.779389222,background,exponential
1464,5.371513719,background,exponential
1465,3.498745616,background,exponential
1466,3.977803591,signal,gaussian
1467,2.101463384,background,exponential
1468,5.049739462,background,exponential
1469,0.3303310906,background,exponential
1470,1.330529252,background,exponential
1471,0.4940694719,background,exponential
1472,3.481940568,background,exponential
1473,0.265134109,background,exponential
1474,4.212945654,background,exponential
1475,5.979767955,background,exponential
1476,4.026579419,background,exponential
1477,4.195026641,signal,gaussian
1478,2.909499521,background,exponential
1479,5.936699895,background,exponential
1480,4.018042214,signal,gaussian
1481,1.082119773,background,exponential
1482,5.434371912,background,exponential
1483,0.3492819792,background,exponential
1484,2.225918562,background,exponential
1485,2.447584102,background,exponential
1486,0.1807514896,background,exponential
1487,1.184810689,background,exponential
1488,9.820750336,background,exponential
1489,5.458086356,signal,gaussian
1490,2.983049563,background,exponential
1491,0.4438445587,background,exponential
1492,2.343465162,background,exponential
1493,8.187993089,background,exponential
1494,6.039415462,signal,gaussian
1495,4.739159796,signal,gaussian
1496,3.199143941,background,exponential
1497,4.579956534,signal,gaussian
1498,2.691035253,background,exponential
1499,0.009261628361,background,exponential
1500,5.2373235,signal,gaussian
1501,4.865228734,signal,gaussian
1502,0.7311768645,background,exponential
1503,3.961861391,background,exponential
1504,8.342857365,background,exponential
1505,6.19050744,signal,gaussian
1506,0.6961182705,background,exponential
1507,6.305551919,background,exponential
1508,3.757535799,background,exponential
1509,3.963733592,background,exponential
1510,3.543973668,background,exponential
1511,7.272489392,background,exponential
1512,8.8989265,background,exponential
1513,7.007213633,background,exponential
1514,4.049011976,signal,gaussian
1515,5.305017476,background,exponential
1516,5.652602153,signal,gaussian
1517,1.40964153,background,exponential
1518,3.577353243,background,exponential
1519,5.446924277,signal,gaussian
1520,6.018682619,background,exponential
1521,9.540406361,background,exponential
1522,9.493075186,background,exponential
1523,5.769150112,background,exponential
1524,8.010786617,background,exponential
1525,0.1613587201,background,exponential
1526,4.925230326,signal,gaussian
1527,3.779542081,background,exponential
1528,2.844387813,background,exponential
1529,5.060140609,signal,gaussian
1530,0.9066064768,background,exponential
1531,2.849941872,background,exponential
1532,2.89014448,background,exponential
1533,3.930323956,background,exponential
1534,4.455947456,signal,gaussian
1535,9.695242341,background,exponential
1536,6.059194019,signal,gaussian
1537,7.597665989,background,exponential
1538,4.033500233,signal,gaussian
1539,2.426975312,background,exponential
1540,8.863373607,background,exponential
1541,1.654082821,background,exponential
1542,5.516591559,background,exponential
1543,3.532033572,background,exponential
1544,8.527454291,background,exponential
1545,5.769251431,background,exponential
1546,5.52217413,signal,gaussian
1547,3.947181084,background,exponential
1548,0.1443283206,background,exponential
1549,3.079817908,background,exponential
1550,9.813694431,background,exponential
1551,3.755161133,signal,gaussian
1552,4.758936525,signal,gaussian
1553,5.707074643,background,exponential
1554,4.255127916,signal,gaussian
1555,4.320960367,background,exponential
1556,5.634508353,signal,gaussian
1557,2.647214911,background,exponential
1558,0.9901658383,background,exponential
1559,9.395116338,background,exponential
1560,0.7153167571,background,exponential
1561,2.979297223,background,exponential
1562,9.233707144,background,exponential
1563,4.934789427,background,exponential
1564,8.471881922,background,exponential
1565,7.841144619,background,exponential
1566,4.297797379,signal,gaussian
1567,3.167362801,background,exponential
1568,4.056524628,signal,gaussian
1569,2.695984851,background,exponential
1570,3.432382202,background,exponential
1571,4.777364843,background,exponential
1572,5.377845297,signal,gaussian
1573,0.7358740594,background,exponential
1574,9.602470476,background,exponential
1575,3.39448114,signal,gaussian
1576,1.272512061,background,exponential
1577,9.613244946,background,exponential
1578,7.414454259,background,exponential
1579,6.537662079,background,exponential
1580,3.035633472,background,exponential
1581,3.922312604,background,exponential
1582,1.353885743,background,exponential
1583,5.116523972,background,exponential
1584,7.309738985,background,exponential
1585,4.495232856,signal,gaussian
1586,5.642069773,signal,gaussian
1587,5.299446541,background,exponential
1588,1.699136943,background,exponential
1589,5.78688703,signal,gaussian
1590,0.2286625711,background,exponential
1591,0.5335391407,background,exponential
1592,7.097754113,background,exponential
1593,7.46173688,background,exponential
1594,3.299136855,background,exponential
1595,0.4404358581,background,exponential
1596,5.626260327,background,exponential
1597,0.2293004669,background,exponential
1598,2.870431315,background,exponential
1599,4.777184606,background,exponential
1600,4.25312495,background,exponential
1601,5.725322161,background,exponential
1602,0.02184650376,background,exponential
1603,3.973114762,background,exponential
1604,7.715137662,background,exponential
1605,2.257643595,background,exponential
1606,6.17686026,signal,gaussian
1607,4.736493986,signal,gaussian
1608,9.48140094,background,exponential
1609,7.238255177,background,exponential
1610,4.345615188,signal,gaussian
1611,9.001995332,background,exponential
1612,2.583983338,background,exponential
1613,1.707399134,background,exponential
1614,2.709754696,background,exponential
1615,1.086737038,background,exponential
1616,9.029009023,background,exponential
1617,5.957609597,signal,gaussian
1618,4.543611884,background,exponential
1619,4.953899673,signal,gaussian
1620,0.6936435079,background,exponential
1621,6.051773554,background,exponential
1622,6.908404163,background,exponential
1623,1.818780495,background,exponential
1624,5.051833304,background,exponential
1625,1.352202213,background,exponential
1626,4.07325573,signal,gaussian
1627,2.412144256,background,exponential
1628,8.788180535,background,exponential
1629,5.045253985,signal,gaussian
1630,5.030197965,signal,gaussian
1631,4.121568973,signal,gaussian
1632,0.3377125024,background,exponential
1633,0.373520596,background,exponential
1634,3.194744053,background,exponential
1635,0.1148387181,background,exponential
1636,4.709115782,signal,gaussian
1637,5.736501835,signal,gaussian
1638,9.301795801,background,exponential
1639,0.9316237535,background,exponential
1640,5.394175313,signal,gaussian
1641,4.169397794,background,exponential
1642,9.065343593,background,exponential
1643,5.147321944,background,exponential
1644,7.072953895,background,exponential
1645,9.247151339,background,exponential
1646,1.753851974,background,exponential
1647,0.8930904654,background,exponential
1648,8.784385137,background,exponential
1649,3.232101815,background,exponential
1650,7.322017252,background,exponential
1651,0.3094128512,background,exponential
1652,1.09684317,background,exponential
1653,3.586861789,background,exponential
1654,3.951259631,signal,gaussian
1655,3.017976581,background,exponential
1656,8.918522601,background,exponential
1657,7.619071061,background,exponential
1658,5.619880623,background,exponential
1659,4.286310944,background,exponential
1660,5.089333362,background,exponential
1661,1.305944847,background,exponential
1662,2.9926668,background,exponential
1663,3.291768754,background,exponential
1664,4.054509156,background,exponential
1665,1.125014339,background,exponential
1666,4.728012441,background,exponential
1667,2.720427385,background,exponential
1668,4.400155562,background,exponential
1669,1.632100474,background,exponential
1670,9.759130884,background,exponential
1671,1.080824199,background,exponential
1672,0.7301729908,background,exponential
1673,5.567073449,background,exponential
1674,3.90681284,background,exponential
1675,7.861358068,background,exponential
1676,4.740020717,signal,gaussian
1677,6.47627159,background,exponential
1678,7.740760655,background,exponential
1679,4.368235786,background,exponential
1680,8.788043942,background,exponential
1681,2.601056288,background,exponential
1682,1.819865655,background,exponential
1683,5.551792755,signal,gaussian
1684,0.7092833015,background,exponential
1685,1.990383551,background,exponential
1686,5.510133862,signal,gaussian
1687,4.310308366,background,exponential
1688,6.518298581,background,exponential
1689,8.506931509,background,exponential
1690,4.873010785,background,exponential
1691,9.218919279,background,exponential
1692,5.35346708,signal,gaussian
1693,5.917153221,background,exponential
1694,0.6512808537,background,exponential
1695,2.514559968,background,exponential
1696,7.692581142,background,exponential
1697,4.076903295,background,exponential
1698,5.497382192,signal,gaussian
1699,4.432413829,background,exponential
1700,5.050732988,signal,gaussian
1701,4.635247946,signal,gaussian
1702,1.865943024,background,exponential
1703,5.474294485,signal,gaussian
1704,5.03687953,signal,gaussian
1705,4.784074896,background,exponential
1706,1.577720936,background,exponential
1707,9.649044616,background,exponential
1708,1.466083446,background,exponential
1709,7.749306688,background,exponential
1710,2.413826086,background,exponential
1711,5.11984645,signal,gaussian
1712,7.640506668,background,exponential
1713,4.366348187,signal,gaussian
1714,5.94426637,signal,gaussian
1715,5.137570964,background,exponential
1716,0.06140332611,background,exponential
1717,4.331490012,signal,gaussian
1718,9.673500887,background,exponential
1719,4.439345682,signal,gaussian
1720,3.423421727,background,exponential
1721,5.144134012,background,exponential
1722,1.235412066,background,exponential
1723,1.374373685,background,exponential
1724,4.764681112,background,exponential
1725,1.469415818,background,exponential
1726,1.115356287,background,exponential
1727,0.2980635745,background,exponential
1728,0.3650329565,background,exponential
1729,6.533498087,background,exponential
1730,1.114564034,background,exponential
1731,5.058735598,signal,gaussian
1732,4.765353211,background,exponential
1733,4.834890035,signal,gaussian
1734,6.2377362,background,exponential
1735,1.041615987,background,exponential
1736,2.135580672,background,exponential
1737,3.036255865,background,exponential
1738,5.018148865,background,exponential
1739,2.246260502,background,exponential
1740,0.5556968793,background,exponential
1741,4.826544462,signal,gaussian
1742,1.711071219,background,exponential
1743,2.537025591,background,exponential
1744,2.150022671,background,exponential
1745,6.709326609,background,exponential
1746,5.348508126,background,exponential
1747,5.690184925,signal,gaussian
1748,3.472424757,background,exponential
1749,3.88542101,background,exponential
1750,1.798383955,background,exponential
1751,1.921044647,background,exponential
1752,8.597247188,background,exponential
1753,6.03139419,background,exponential
1754,0.6798612949,background,exponential
1755,9.162813183,background,exponential
1756,4.73579038,signal,gaussian
1757,4.133191948,signal,gaussian
1758,5.215486413,background,exponential
1759,5.669493275,signal,gaussian
1760,4.443566951,background,exponential
1761,5.173434784,signal,gaussian
1762,1.887482316,background,exponential
1763,4.000275383,background,exponential
1764,0.1032227654,background,exponential
1765,6.748502439,background,exponential
1766,7.535068486,background,exponential
1767,4.970438646,signal,gaussian
1768,8.176992748,background,exponential
1769,0.8645115772,background,exponential
1770,4.435932463,signal,gaussian
1771,0.07796549407,background,exponential
1772,4.668414354,signal,gaussian
1773,9.477949162,background,exponential
1774,3.198595664,background,exponential
1775,2.455460451,background,exponential
1776,2.349505475,background,exponential
1777,9.173925556,background,exponential
1778,2.219423709,background,exponential
1779,8.318313543,background,exponential
1780,2.789595972,background,exponential
1781,0.07487257933,background,exponential
1782,5.565348082,background,exponential
1783,4.854254306,signal,gaussian
1784,5.464629998,signal,gaussian
1785,5.754094679,signal,gaussian
1786,7.958984244,background,exponential
1787,4.74969795,background,exponential
1788,9.673277703,background,exponential
1789,9.187612329,background,exponential
1790,0.9237948237,background,exponential
1791,8.668956075,background,exponential
1792,0.3983181596,background,exponential
1793,4.872713583,signal,gaussian
1794,7.051603467,background,exponential
1795,5.545317388,signal,gaussian
1796,6.528404257,background,exponential
1797,2.587589398,background,exponential
1798,5.302964554,signal,gaussian
1799,2.880621467,background,exponential
1800,5.534102075,signal,gaussian
1801,2.55276744,background,exponential
1802,3.407785972,signal,gaussian
1803,4.620150625,signal,gaussian
1804,5.054435993,background,exponential
1805,7.976155407,background,exponential
1806,1.476134779,background,exponential
1807,5.52180634,signal,gaussian
1808,4.365694075,signal,gaussian
1809,0.7315948847,background,exponential
1810,4.448944056,background,exponential
1811,1.122400702,background,exponential
1812,5.028766992,signal,gaussian
1813,4.150555091,background,exponential
1814,5.677117851,background,exponential
1815,3.921296893,signal,gaussian
1816,9.890898231,background,exponential
1817,3.611089579,background,exponential
1818,0.1042693003,background,exponential
1819,4.878585613,signal,gaussian
1820,5.917532959,background,exponential
1821,3.233686784,background,exponential
1822,4.015412037,background,exponential
1823,6.217091006,background,exponential
1824,8.243766935,background,exponential
1825,3.816241968,background,exponential
1826,2.592753152,background,exponential
1827,0.8839283382,background,exponential
1828,1.491859584,background,exponential
1829,4.137285914,background,exponential
1830,1.204336759,background,exponential
1831,9.239883964,background,exponential
1832,5.25590131,signal,gaussian
1833,2.535315048,background,exponential
1834,8.651131164,background,exponential
1835,0.6892760182,background,exponential
1836,4.0777914,signal,gaussian
1837,5.388444641,signal,gaussian
1838,4.774339065,signal,gaussian
1839,4.479047315,background,exponential
1840,5.23068842,signal,gaussian
1841,5.585110577,signal,gaussian
1842,2.212438531,background,exponential
1843,6.041794216,background,exponential
1844,1.434649969,background,exponential
1845,4.237545051,background,exponential
1846,8.455486581,background,exponential
1847,1.275422985,background,exponential
1848,6.457601416,background,exponential
1849,4.550843105,signal,gaussian
1850,5.130076835,background,exponential
1851,1.457066053,background,exponential
1852,3.064489457,background,exponential
1853,3.915893933,background,exponential
1854,4.833548279,background,exponential
1855,5.268090753,background,exponential
1856,4.237456223,background,exponential
1857,4.238423023,background,exponential
1858,5.602250616,background,exponential
1859,7.195697075,background,exponential
1860,1.623584818,background,exponential
1861,3.509699108,signal,gaussian
1862,5.398901527,signal,gaussian
1863,1.224436335,background,exponential
1864,3.279266058,background,exponential
1865,9.543723195,background,exponential
1866,5.167017872,background,exponential
1867,4.454905319,background,exponential
1868,4.444060682,background,exponential
1869,0.5372861291,background,exponential
1870,8.764816043,background,exponential
1871,0.8019234236,background,exponential
1872,4.207790225,background,exponential
1873,5.323253298,signal,gaussian
1874,5.886566889,signal,gaussian
1875,9.659222116,background,exponential
1876,0.1331132807,background,exponential
1877,4.139227272,signal,gaussian
1878,7.479242771,background,exponential
1879,6.650079631,background,exponential
1880,5.544077042,background,exponential
1881,4.602487923,signal,gaussian
1882,4.493910978,signal,gaussian
1883,1.423947693,background,exponential
1884,4.036885136,background,exponential
1885,4.305216464,background,exponential
1886,4.133153336,signal,gaussian
1887,5.828130049,background,exponential
1888,8.180166407,background,exponential
1889,7.831556784,background,exponential
1890,5.648740633,background,exponential
1891,4.367499044,signal,gaussian
1892,6.674197548,background,exponential
1893,4.345993118,signal,gaussian
1894,2.250296364,background,exponential
1895,4.827579564,signal,gaussian
1896,4.506148471,signal,gaussian
1897,3.891301368,background,exponential
1898,6.032414632,signal,gaussian
1899,9.82352662,background,exponential
1900,2.23661499,background,exponential
1901,1.056856699,background,exponential
1902,5.510383254,background,exponential
1903,1.461885902,background,exponential
1904,1.255534004,background,exponential
1905,5.583675981,background,exponential
1906,3.720881915,background,exponential
1907,5.008370165,signal,gaussian
1908,0.1149583592,background,exponential
1909,2.722705667,background,exponential
1910,1.076507466,background,exponential
1911,3.874204046,background,exponential
1912,1.996024864,background,exponential
1913,2.961637298,background,exponential
1914,6.024658848,background,exponential
1915,5.461579164,signal,gaussian
1916,4.178088796,background,exponential
1917,6.41909177,background,exponential
1918,2.923393562,background,exponential
1919,2.648060577,background,exponential
1920,5.012468621,background,exponential
1921,7.442055567,background,exponential
1922,9.248820931,background,exponential
1923,1.904562188,background,exponential
1924,4.944447786,background,exponential
1925,6.108233778,background,exponential
1926,5.103997419,signal,gaussian
1927,7.768906535,background,exponential
1928,8.197844832,background,exponential
1929,1.454548724,background,exponential
1930,3.026128425,background,exponential
1931,2.799294531,background,exponential
1932,4.555924986,signal,gaussian
1933,1.190753924,background,exponential
1934,3.122341978,background,exponential
1935,2.702967254,background,exponential
1936,5.908538954,signal,gaussian
1937,2.843462821,background,exponential
1938,2.104590627,background,exponential
1939,4.8953207,signal,gaussian
1940,3.617403953,background,exponential
1941,5.295149876,signal,gaussian
1942,0.5363612147,background,exponential
1943,8.464123853,background,exponential
1944,6.012139765,background,exponential
1945,2.782872517,background,exponential
1946,8.576906101,background,exponential
1947,5.596694822,background,exponential
1948,7.149541177,background,exponential
1949,8.980293352,background,exponential
1950,9.040944522,background,exponential
1951,4.190799413,background,exponential
1952,3.018273925,background,exponential
1953,3.339020493,background,exponential
1954,3.902662504,background,exponential
1955,7.90157339,background,exponential
1956,9.513413738,background,exponential
1957,5.054301802,signal,gaussian
1958,6.007451328,background,exponential
1959,5.091636872,signal,gaussian
1960,8.124722702,background,exponential
1961,1.408588687,background,exponential
1962,3.876943878,background,exponential
1963,0.2388214719,background,exponential
1964,3.337970507,background,exponential
1965,2.677131507,background,exponential
1966,2.453965592,background,exponential
1967,4.099331289,background,exponential
1968,6.14569863,background,exponential
1969,0.8544244004,background,exponential
1970,4.233074188,background,exponential
1971,1.531260949,background,exponential
1972,4.626293818,signal,gaussian
1973,9.646526937,background,exponential
1974,4.563565559,background,exponential
1975,7.724693975,background,exponential
1976,4.601362003,signal,gaussian
1977,2.223939253,background,exponential
1978,2.403160578,background,exponential
1979,1.4062308,background,exponential
1980,9.416628543,background,exponential
1981,9.097697488,background,exponential
1982,2.607920406,background,exponential
1983,8.59287608,background,exponential
1984,3.541274927,background,exponential
1985,4.959156818,background,exponential
1986,6.582683015,background,exponential
1987,0.06081321944,background,exponential
1988,2.853342339,background,exponential
1989,5.517880298,signal,gaussian
1990,5.069374941,background,exponential
1991,8.180848184,background,exponential
1992,1.353357166,background,exponential
1993,2.112696367,background,exponential
1994,9.153874181,background,exponential
1995,6.992036546,background,exponential
1996,5.790505212,background,exponential
1997,8.325501039,background,exponential
1998,5.307284819,background,exponential
1999,2.682139994,background,exponential
2000,8.809870713,background,exponential
2001,2.76676952,background,exponential
2002,6.198519825,background,exponential
2003,3.905311987,signal,gaussian
2004,0.7444423581,background,exponential
2005,3.830875962,signal,gaussian
2006,5.053532815,background,exponential
2007,1.804993067,background,exponential
2008,2.564685115,background,exponential
2009,8.201963683,background,exponential
2010,8.488434854,background,exponential
2011,2.063543549,background,exponential
2012,6.283762692,background,exponential
2013,1.521826264,background,exponential
2014,5.238529297,signal,gaussian
2015,4.244206588,signal,gaussian
2016,4.887037164,background,exponential
2017,5.775278751,signal,gaussian
2018,3.985044615,background,exponential
2019,9.484600528,background,exponential
2020,5.745945549,background,exponential
2021,4.986677251,signal,gaussian
2022,0.4124924809,background,exponential
2023,5.792615959,signal,gaussian
2024,4.665750653,signal,gaussian
2025,0.3939842763,background,exponential
2026,1.790769602,background,exponential
2027,2.095774968,background,exponential
2028,5.388835222,background,exponential
2029,1.294441211,background,exponential
2030,5.826648125,background,exponential
2031,0.3816272528,background,exponential
2032,5.740158795,signal,gaussian
2033,2.48575379,background,exponential
2034,4.035453098,signal,gaussian
2035,3.161272447,background,exponential
2036,0.3719833024,background,exponential
2037,5.399359769,signal,gaussian
2038,1.070742336,background,exponential
2039,9.763682739,background,exponential
2040,4.641094478,signal,gaussian
2041,4.16080221,background,exponential
2042,1.381035764,background,exponential
2043,8.215605814,background,exponential
2044,1.05454992,background,exponential
2045,0.1203767136,background,exponential
2046,7.96863634,background,exponential
2047,2.683884567,background,exponential
2048,9.796358088,background,exponential
2049,4.86786835,signal,gaussian
2050,0.3298944595,background,exponential
2051,5.023088387,signal,gaussian
2052,1.622385247,background,exponential
2053,6.69560648,background,exponential
2054,5.225045694,background,exponential
2055,5.318654796,signal,gaussian
2056,4.740998803,background,exponential
2057,4.429925987,background,exponential
2058,5.27469346,signal,gaussian
2059,4.759225495,background,exponential
2060,5.88508916,signal,gaussian
2061,3.899913805,background,exponential
2062,1.421464186,background,exponential
2063,5.45333766,signal,gaussian
2064,7.740043932,background,exponential
2065,3.728690408,background,exponential
2066,5.265294751,signal,gaussian
2067,1.054135461,background,exponential
2068,4.017162989,background,exponential
2069,4.418801899,signal,gaussian
2070,8.528856736,background,exponential
2071,8.161451945,background,exponential
2072,5.988178773,signal,gaussian
2073,4.399620504,signal,gaussian
2074,3.308933412,background,exponential
2075,6.022431423,background,exponential
2076,2.626555216,background,exponential
2077,0.3121939958,background,exponential
2078,0.59546804,background,exponential
2079,4.112365439,background,exponential
2080,4.570856002,signal,gaussian
2081,3.261949173,signal,gaussian
2082,3.865090665,signal,gaussian
2083,6.632060499,background,exponential
2084,5.418323894,background,exponential
2085,3.981289431,signal,gaussian
2086,2.847185811,background,exponential
2087,7.313475789,background,exponential
2088,6.211077164,background,exponential
2089,5.132860547,background,exponential
2090,4.379113743,signal,gaussian
2091,6.150937197,background,exponential
2092,7.160693136,background,exponential
2093,6.355241444,background,exponential
2094,7.16943922,background,exponential
2095,2.818151812,background,exponential
2096,0.1639078498,background,exponential
2097,3.568024282,signal,gaussian
2098,9.22465223,background,exponential
2099,1.338606488,background,exponential
2100,1.259958519,background,exponential
2101,8.339404871,background,exponential
2102,4.988626982,background,exponential
2103,0.06474792234,background,exponential
2104,0.3396301529,background,exponential
2105,4.104634806,signal,gaussian
2106,5.629278291,background,exponential
2107,0.2170160526,background,exponential
2108,3.89710776,background,exponential
2109,4.719737798,background,exponential
2110,9.846079516,background,exponential
2111,6.064656608,signal,gaussian
2112,8.606855516,background,exponential
2113,1.239173473,background,exponential
2114,5.286838809,background,exponential
2115,0.2779384304,background,exponential
2116,2.309082266,background,exponential
2117,5.719360766,signal,gaussian
2118,0.4594273697,background,exponential
2119,2.344637357,background,exponential
2120,4.67029018,signal,gaussian
2121,0.3706860214,background,exponential
2122,7.904582371,background,exponential
2123,1.558031477,background,exponential
2124,4.413139327,background,exponential
2125,4.311227313,background,exponential
2126,2.274860895,background,exponential
2127,2.772872729,background,exponential
2128,5.740207446,signal,gaussian
2129,4.778901891,background,exponential
2130,4.645409379,signal,gaussian
2131,0.3296221762,background,exponential
2132,5.964598687,signal,gaussian
2133,2.994420615,background,exponential
2134,6.875879774,signal,gaussian
2135,5.569445913,signal,gaussian
2136,0.9584682327,background,exponential
2137,5.428497659,signal,gaussian
2138,5.244819797,signal,gaussian
2139,5.240139701,background,exponential
2140,2.051075314,background,exponential
2141,0.7864706366,background,exponential
2142,9.778328131,background,exponential
2143,4.412007823,signal,gaussian
2144,4.926197837,signal,gaussian
2145,1.408110595,background,exponential
2146,2.123668684,background,exponential
2147,6.96777975,background,exponential
2148,0.04423923706,background,exponential
2149,1.83985181,background,exponential
2150,0.8431971964,background,exponential
